text,label_str,label
Why were the American soldiers in WWI called `` Doughboys '',DESC:reason,9.0
Who was nicknamed The Little Corporal ?,HUM:ind,4.0
How many CDs has Garth Brooks sold ?,NUM:count,13.0
Name the vessel used by the Atari Force in the DC comics .,ENTY:veh,47.0
Where are the leading medical groups specializing in lung diseases ?,LOC:other,16.0
"How can I find online spelling , and punctuation drills for my 6th grader ?",DESC:manner,0.0
What 's the sacred river of India ?,LOC:other,16.0
What is Stefan Edberg 's native country ?,LOC:country,19.0
What is the only gland in humans that can regenerate itself ?,ENTY:body,23.0
How many Gutenberg Bibles are there ?,NUM:count,13.0
Name the largest country in South America .,LOC:country,19.0
What astronomical phenomenon takes place in Jan. 1999 ?,ENTY:event,10.0
What information can you get me on Fairground Park in St. Louis,DESC:desc,12.0
What was American folk hero John Chapman 's nickname ?,HUM:ind,4.0
What is the difference between a median and a mean ?,DESC:desc,12.0
What was the top box office movie in April 1998 ?,ENTY:cremat,1.0
What makes thunder ?,DESC:reason,9.0
What author did photographer Yousuf Karsh call `` the shiest man I ever met '' ?,HUM:ind,4.0
"Which is the largest clock , diameter wise , in Europe ?",ENTY:other,14.0
What plant is rum made from ?,ENTY:plant,31.0
What country are Godiva chocolates from ?,LOC:country,19.0
"Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ?",HUM:ind,4.0
Which condiment was once sold as a patent medicine ?,ENTY:food,18.0
What U.S. state records the least rainfall ?,LOC:state,11.0
Why did the world enter a global depression in 1929 ?,DESC:reason,9.0
"What was archy , and mehitabel ?",DESC:def,7.0
What Texas city got its name from the Spanish for `` yellow '' ?,LOC:city,22.0
What are the chemicals used in glowsticks ?,ENTY:substance,29.0
What country did the Nile River originate in ?,LOC:country,19.0
What color are tennis balls ?,ENTY:color,20.0
What barroom judge called himself The Law West of the Pecos ?,HUM:ind,4.0
What excuse did the NATO people give for hitting the Chinese embassy ?,DESC:desc,12.0
Who was President of Costa Rica in 1994 ?,HUM:ind,4.0
What sports event is Meyer Wolfsheim supposed to have fixed in The Great Gatsby ?,ENTY:sport,30.0
What country has the best defensive position in the board game Diplomacy ?,LOC:country,19.0
What two countries share the Khyber Pass ?,LOC:country,19.0
Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?,HUM:ind,4.0
What is the origin of the surname of Braun ?,DESC:desc,12.0
"What card game has variations called Canfield , Klondike and Spider ?",ENTY:sport,30.0
What is Australia Day ?,DESC:def,7.0
What mammal of North America is the world 's longest-lived for its size ?,ENTY:animal,2.0
What was the Chivington Massacre ?,DESC:def,7.0
"What actor starred in 1980 's Blue Lagoon , 1982 's The Pirate Movie and 1983 's A Night in Heaven ?",HUM:ind,4.0
How many home runs did Lou Gehrig have during his career ?,NUM:count,13.0
In what city is the headquarters of Sinn Fein ?,LOC:city,22.0
Where can I find information on George Bush ?,LOC:other,16.0
Who is the voice of Miss Piggy ?,HUM:ind,4.0
What is the dialogue circle in cartoons called ?,ENTY:termeq,21.0
"What does the word camaro mean , from the GM car the Camaro ?",DESC:def,7.0
Who replaced Bert Parks as the host of The Miss America Pageant ?,HUM:ind,4.0
How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?,NUM:count,13.0
What is the AIM-54C Phoenix ?,DESC:def,7.0
When are sheep shorn ?,NUM:date,8.0
What sport is Chris Jogis a top player of ?,ENTY:sport,30.0
What 's the second-largest island in the world ?,LOC:other,16.0
What is the definition of low island ?,DESC:def,7.0
What century does Captain Video live in ?,NUM:date,8.0
What types of water pollution are there ?,ENTY:other,14.0
How many astronauts manned each Project Mercury flight ?,NUM:count,13.0
What soft drink would provide me with the biggest intake of caffeine ?,ENTY:food,18.0
What 's the name of a golf course in Myrtle Beach ?,ENTY:other,14.0
What are some of the significant historical events of the 1990s ?,ENTY:event,10.0
Name the only extant trilogy of classical Greek plays .,ENTY:cremat,1.0
Where is Logan Airport ?,LOC:other,16.0
What is the difference between Neoclassical art and Romanticism art ?,DESC:desc,12.0
Who was the first person inducted into the U.S. Swimming Hall of Fame ?,HUM:ind,4.0
What golfer has been called Ohio Fats and Blobbo ?,HUM:ind,4.0
Who murdered Leno and Rosemary LaBianca on August 1,HUM:ind,4.0
What is the average cost for four years of medical school ?,NUM:money,26.0
What does God create in the first sentence of the Bible ?,ENTY:other,14.0
Which of the following men was not married to Rita Hayworth ?,HUM:ind,4.0
What is the current ticket fare from from Cairo to Barbados ?,NUM:money,26.0
What does NN O `` mean when used as a prefix in Irish surnames ?,ABBR:exp,3.0
How do you find oxidation numbers ?,DESC:manner,0.0
What is the state nickname of Mississippi ?,LOC:state,11.0
"What is Black Hills , South Dakota most famous for ?",DESC:reason,9.0
What 1966 boob tube bomb took astronauts back to prehistoric times ?,ENTY:cremat,1.0
How many students attend the University of Massachusetts ?,NUM:count,13.0
"Who said , `` I shall return . '' during World War Two ?",HUM:ind,4.0
What holidays are celebrated in Ireland ?,ENTY:event,10.0
"Who portrayed Etta Place , companion to Butch Cassidey and the Sundance Kid ?",HUM:ind,4.0
What are the Greek numerals ?,DESC:def,7.0
What 's the name of the temple that is located near the capital city of Laos ?,LOC:other,16.0
What is a fear of sleep ?,ENTY:dismed,24.0
What auto race was Wilbur Reed the first to win three times ?,ENTY:sport,30.0
What are the most common breeding birds in the U.S. ?,ENTY:animal,2.0
"What was organized as a Confederate veterans ' social club in Pulaski , in Tennessee , in 1866 ?",ENTY:event,10.0
How do you look up criminal records on the Internet ?,DESC:manner,0.0
"Where is the actress , Marion Davies , buried ?",LOC:other,16.0
What is an example of an actual case of using the Fourteenth Amendment ?,DESC:desc,12.0
Who was the Charlie perfume woman ?,HUM:ind,4.0
Who portrayed `` Rosanne Rosanna-Dana '' on the television show `` Saturday Night Live '' ?,HUM:ind,4.0
"What singer became despondent over the death of Freddie Prinze , quit show business , and then quit the business ?",HUM:ind,4.0
When did Iraqi troops invade Kuwait ?,NUM:date,8.0
What was Mark Johnson referring to when he said : `` I still can 't believe it- we beat the Russians ? '',ENTY:termeq,21.0
What car was driven in the 199 release of `` Smokey and the Bandit '' ?,ENTY:product,27.0
What was the backup singing group for Roy Rogers ?,HUM:gr,5.0
What famous singing cowboy owns the California Angels baseball team ?,HUM:ind,4.0
What 1915 film was the first to gross $5 million ?,ENTY:cremat,1.0
Where did the term `` 86 '' come from ?,DESC:desc,12.0
What causes someone to be ticklish ?,DESC:reason,9.0
What is the probability that at least 2 out of 25 people will have the same birthday ?,NUM:perc,41.0
How many Canadians emmigrate each year ?,NUM:count,13.0
Why did several San Diego schools remove apples from students menus ?,DESC:reason,9.0
What musical instrument did Sherlock Holmes play ?,ENTY:instru,35.0
Who was Gerald Ford 's vice president ?,HUM:ind,4.0
What is `` the washed vodka '' ?,DESC:def,7.0
How many different languages are spoken in Europe ?,NUM:count,13.0
What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize ?,NUM:date,8.0
What 's a `` Drinker respirator '' better known as ?,ENTY:termeq,21.0
Who invented batteries ?,HUM:ind,4.0
Why do recipe books recommend starting with cold water when you boil something ?,DESC:reason,9.0
Where can I buy a good snowboard for less than $200 ?,LOC:other,16.0
What title did Suzette Charles assume for two months in 1984 ?,HUM:title,6.0
What was the infamous pseudonym of Peter Sutcliffe ?,HUM:ind,4.0
What is Smokey The Bear 's middle name ?,ENTY:animal,2.0
What is Nicholas Cage 's occupation ?,HUM:title,6.0
What British TV series featured Emma Peel ?,ENTY:cremat,1.0
What London street is the home of British journalism ?,LOC:other,16.0
What tragedy befell the city of Dogtown in 1899 ?,ENTY:event,10.0
What is the Immaculate Conception ?,DESC:def,7.0
What are the names of all the U.S. Navy aircraft carriers ?,ENTY:veh,47.0
What format was VHS 's main competition ?,ENTY:other,14.0
What is Candlemas Day ?,DESC:def,7.0
In what city is the famed St. Mark 's Square ?,LOC:city,22.0
What does the Ouarterly Review of Doublespeak call an `` inoperative statement '' ?,ENTY:termeq,21.0
How much did the minimum wage amount to in 1991 ?,NUM:money,26.0
Where is Tufts University ?,LOC:other,16.0
What is a pyrotechnic display ?,DESC:def,7.0
How do I find out about jobs ?,DESC:manner,0.0
What Japanese manufacturer is known for both its pianos and its motorcycles ?,HUM:gr,5.0
What is the chemical reactivity of argon ?,NUM:other,37.0
How many engines does a Boeing 737 have ?,NUM:count,13.0
What is the origin of the term `` The Brooklyn Side '' in bowling ?,DESC:desc,12.0
What is a fear of being cold ?,ENTY:dismed,24.0
How long was Mao 's 1930s Long March ?,NUM:dist,43.0
What net game sees its women 's world amateur champions receive the Uber Cup ?,ENTY:sport,30.0
What four-legged creature did a Cornell University study say would make man 's best companion in space ?,ENTY:animal,2.0
What does a teaspoon of matter weigh in a black hole ?,NUM:weight,48.0
"What did British companies stick 175 , 0 tons of tea into in 1982 ?",ENTY:other,14.0
What province is Edmonton located in ?,LOC:state,11.0
How can I find out how much income tax is paid on Social Security income on the 1998 income tax ?,DESC:manner,0.0
Who did Sonny Liston succeed as world heavyweight boxing champion ?,HUM:ind,4.0
What is California 's state bird ?,ENTY:animal,2.0
What is Martin Luther King Jr. 's real birthday ?,NUM:date,8.0
Name the various super-teams to which the Angel has belonged .,HUM:gr,5.0
How does Zatanna perform her magic in DC comics ?,DESC:manner,0.0
What 's the name of Jacques Cousteau 's research ship ?,ENTY:veh,47.0
What President dispatched a cruiser to carry Charles Lindbergh home after his epic flight ?,HUM:ind,4.0
Whose video is titled Shape Up with Arnold ?,HUM:ind,4.0
In which Kevin Costner movie did Sioux Indians play a role ?,ENTY:cremat,1.0
How many James Bond novels are there ?,NUM:count,13.0
How do you get dates with the `` Hooters '' girls ?,DESC:manner,0.0
What bird can swim but can 't fly ?,ENTY:animal,2.0
How can I get a comic character I made copyrighted and published ?,DESC:manner,0.0
How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska 's north coast ?,NUM:volsize,33.0
What is Plc ?,DESC:def,7.0
How much electricity does the brain need to work ?,NUM:count,13.0
How many acres in a mile ?,NUM:count,13.0
What Dickens novel has David carrying the message `` Barkis is willin '' to Peggy ?,ENTY:cremat,1.0
What is a hyperlink ?,DESC:def,7.0
Who 's the twin brother of the Greek goddess Artemis ?,HUM:ind,4.0
Where did marijuana come from ?,DESC:desc,12.0
"What is the per-capita income of Colombia , South America , ?",NUM:money,26.0
What novel has Big Brother watching ?,ENTY:cremat,1.0
How many Grammys did Michael Jackson win in 1983 ?,NUM:count,13.0
What does Elysium mean ?,DESC:def,7.0
What is the oldest website on the Internet ?,LOC:other,16.0
What is Shalom ?,DESC:def,7.0
What was the favorite sport of Tom Wolfe 's The Pump House Gang ?,ENTY:sport,30.0
What organic fuel do bog-dwellers use a `` slane '' to cut ?,ENTY:substance,29.0
What is the average age of a member of the team that worked on the Manhatten Project ?,NUM:period,28.0
What country received all the Nobel Prizes awarded in 1976 ?,LOC:country,19.0
How do you get rid on woodpeckers ?,DESC:manner,0.0
How many syllables are there in a line of hendecasyllabic poetry ?,NUM:count,13.0
"What soft drink first appeared in the Old Corner Drug Store in Waco , Texas , in 1885 ?",ENTY:food,18.0
What is Britain 's possession on the Chinese mainland ?,LOC:other,16.0
Who was America 's first Public Enemy No. 1 ?,HUM:ind,4.0
How many children under 18 are victims of some sort of Physical Abuse each year ?,NUM:count,13.0
What is the origin of thank you notes ?,DESC:desc,12.0
What did Jimmy Stewart invent ?,ENTY:other,14.0
What generation am I in ?,ENTY:other,14.0
What is a fear of hell ?,ENTY:dismed,24.0
Who is Dear Abby ?,HUM:desc,34.0
"Who lives at 24 Sussex Drive , Ottawa ?",HUM:ind,4.0
What is Jell-O made from ?,ENTY:substance,29.0
Who was Monet ?,HUM:desc,34.0
What are the only two states that incorporate the Confederate battle flag in their flags ?,LOC:state,11.0
How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?,DESC:manner,0.0
What 's the Southern dish made of pigs ' small intestines ?,ENTY:food,18.0
Where is Guam ?,LOC:other,16.0
Who was the famous door-to-door brush salesman ?,HUM:ind,4.0
What is the executor in a will ?,DESC:def,7.0
"What inescapable purveyor of background music celebrated its 5th anniversary in July , 1984 ?",HUM:gr,5.0
How many people in America snore ?,NUM:count,13.0
Who is always trying to get the rent from Andy Capp ?,HUM:ind,4.0
What soft drink is most heavily caffeinated ?,ENTY:food,18.0
Who did Jackie Kennedy commission to write The Death of a President ?,HUM:ind,4.0
Which drug is commonly used to treat AIDS ?,ENTY:dismed,24.0
How many stars are there on the Soviet Union 's flag ?,NUM:count,13.0
What is the difference between microprocessors & microcontrollers ?,DESC:desc,12.0
Who sought to create The Great Society ?,HUM:ind,4.0
What are tourist attractions in Reims ?,LOC:other,16.0
What are the lengths of pearl necklaces ?,NUM:dist,43.0
Who said : `` Soldiers win the battles and generals get the credit '' ?,HUM:ind,4.0
What is the proof that houseplants metabolize carcinogens ?,DESC:desc,12.0
What prompted the co-pilot of the Enola Gay to enter only `` My God '' in his log ?,DESC:reason,9.0
How long does it take the typical hen to lay 19 dozen eggs ?,NUM:period,28.0
What Colorado city owns its own glacier ?,LOC:city,22.0
What is the history of `` the toast '' ?,DESC:desc,12.0
What was the name of the Protestant revolt against the supremacy of the Pope ?,ENTY:event,10.0
What is an arab strap ?,DESC:def,7.0
"How much does it cost , average or whatever is available , to produce and send junk mail catalogues in the US ? , DT CD NN NN ,",NUM:money,26.0
Who is the current UN Secretary General ?,HUM:ind,4.0
"Who provides telephone service in Orange County , California ?",HUM:gr,5.0
Where did guinea pigs originate ?,LOC:other,16.0
What two countries ' coastlines border the Bay of Biscay ?,LOC:country,19.0
Why did Egyptians shave their eyebrows ?,DESC:reason,9.0
What organization did Mr. Waverly assign agents for ?,HUM:gr,5.0
When was the slinky invented ?,NUM:date,8.0
What are the characters ' names in the Scooby-Doo cartoon ?,HUM:ind,4.0
What is a fear of cold ?,ENTY:dismed,24.0
What was Eduard Shevardnadze 's job in the Soviet Union ?,HUM:title,6.0
What causes rust ?,DESC:reason,9.0
Which is the only Dick Tracy villain to appear three times ?,HUM:ind,4.0
What was the monster in Spielberg 's film `` Jaws '' ?,ENTY:animal,2.0
What color is an Arctic fox in winter ?,ENTY:color,20.0
"What do the names Neil , Mary , and Anthony mean ?",DESC:def,7.0
"What European capital celebrated its 2 , 000th anniversary in 1951 ?",LOC:city,22.0
Why do people in the upper peninsula of Michagin say `` eh ? '' ?,DESC:reason,9.0
What flower did Vincent Van Gogh paint ?,ENTY:plant,31.0
What country was the setting of You Only Live Twice ?,LOC:country,19.0
What was Thatcher 's approval rating after 10 years in power ?,NUM:perc,41.0
Winnie the Pooh is what kind of animal ?,ENTY:animal,2.0
"What was the first Funk 'N Lata , Brazilian group , success ?",DESC:desc,12.0
What is a handheld PC ?,DESC:def,7.0
What did John Hinckley do to impress Jodie Foster ?,DESC:desc,12.0
What is Larry King 's job ?,HUM:title,6.0
How many calories are in a tomato ?,NUM:count,13.0
In what state was the first co-educational college established,LOC:state,11.0
What war saw a naval battle between the luxury liners Cap Trafalgar and the Carmania ?,ENTY:event,10.0
What is the treatment for depression ?,ENTY:techmeth,32.0
What is a fear of slime ?,ENTY:dismed,24.0
What country in Latin America is the largest one ?,LOC:country,19.0
On which Hawaiian island is Pearl Harbor ?,LOC:other,16.0
"What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?",HUM:ind,4.0
What Marx Brothers movie centers on a stolen painting ?,ENTY:cremat,1.0
What was unusual about Alexandra 's appearance in Josie and the Pussycats ?,DESC:desc,12.0
What is the origin of the word `` mind '' ?,DESC:desc,12.0
When was Dick Clark born ?,NUM:date,8.0
What game is fatal to anybody over 21 ?,ENTY:sport,30.0
What is the death toll of people dying from tuberculosis ?,NUM:other,37.0
What happened to Moon Maiden ?,DESC:desc,12.0
What city is wiener schnitzel named for ?,LOC:city,22.0
What are the Urals ?,DESC:def,7.0
How can you stop the itch from poison ivy ?,DESC:manner,0.0
What desert has the highest sand dunes ?,LOC:other,16.0
What two countries contain Sierra Nevada mountains ?,LOC:country,19.0
How do you tell your parents you are dating an older man ?,DESC:manner,0.0
How long was the TV mission of Star Trek 's Enterprise to be ?,NUM:period,28.0
What phone number can I call to have a tree planted ?,NUM:code,42.0
When did the `` Star-Spangled Banner '' become the national anthem ?,NUM:date,8.0
Who was Lacan ?,HUM:desc,34.0
What are the four natural aids used in riding a horse ?,ENTY:techmeth,32.0
What continent 's name appears on the upper left corner of a Budweiser label ?,LOC:other,16.0
Who was the Secretary of War in the Civil War during the Battle of Gettysburg ?,HUM:ind,4.0
Who did Bobby Fischer beat to win the world chess championship ?,HUM:ind,4.0
How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?,DESC:manner,0.0
Where can I get information and statistics on countries and nations ?,LOC:other,16.0
Name a Gaelic language .,ENTY:lang,40.0
"What day is August 13 , 1971 ?",NUM:date,8.0
Where can I find a list of all the companies in America that offer a direct stock purchase plan ?,LOC:other,16.0
How do you send a movie transcript to Hollywood so that it can be produced into a film ?,DESC:manner,0.0
"What literary classic centers on the search for a treasure in gold worth 7 , 0 pounds ?",ENTY:cremat,1.0
What is the origin of blue for boys and pink for girls ?,DESC:desc,12.0
What is the name of the Michelangelo painting that shows two hands with fingers touching ?,ENTY:cremat,1.0
How big is a quart ?,NUM:volsize,33.0
What is the Hub of London ?,DESC:def,7.0
Jude Law acted in which film ?,ENTY:cremat,1.0
What causes panic attacks ?,DESC:reason,9.0
What was the filling in the first golf balls ?,DESC:def,7.0
What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?,ENTY:dismed,24.0
What country was A Terrible Beauty to Leon Uris ?,LOC:country,19.0
What is typhoid fever ?,DESC:def,7.0
Where can I buy a hat like the kind Jay Kay from Jamiroquai wears ?,LOC:other,16.0
What are the Twin Cities ?,DESC:def,7.0
What is Beethoven 's 9th symphony called ?,ENTY:cremat,1.0
Name the lawyer for Randy Craft .,HUM:ind,4.0
Which breakfast cereal brought you `` the best each morning '' ?,ENTY:food,18.0
"What does Ms. , Miss , and Mrs. stand for ?",ABBR:exp,3.0
What is the Homelite Inc. home page ?,LOC:other,16.0
"What explosive do you get by mixing charcoal , sulfur and saltpeter ?",ENTY:substance,29.0
What mountainous region of the world is the Lhasa Apso dog native to ?,LOC:other,16.0
What cancer is commonly associated with AIDS ?,ENTY:dismed,24.0
How long does it take light to reach the Earth from the Sun ?,NUM:period,28.0
Who lives at 39 Stone Canyon Way ?,HUM:ind,4.0
How many questions are on this thing ?,NUM:count,13.0
Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?,HUM:ind,4.0
"Who is Karenna Gore , Al Gore 's oldest daughter , married to ?",HUM:ind,4.0
Who played the title role in I Was a Teenage Werewolf ?,HUM:ind,4.0
Why are there olives in martinis ?,DESC:reason,9.0
In what year did Hitler gain power of Germany ?,NUM:date,8.0
What year did Rossetti paint `` Beata Beatrix '' ?,NUM:date,8.0
What record company produced the 1978 movie The Wiz ?,HUM:gr,5.0
Where can I find information about touring the Philippines ?,LOC:other,16.0
What did The Gas House Gang play ?,ENTY:other,14.0
How many square feet is Bill Gates ' home ?,NUM:count,13.0
"What is the name of actor Rex Harrison 's son , who starred in a modestly popular TV show during the late 1960's ?",HUM:ind,4.0
What is the highest Roman numeral ?,DESC:def,7.0
What 's the most popular form of bridge ?,ENTY:other,14.0
Who was the inventor of the stove ?,HUM:ind,4.0
What comedian has a legendary reputation for stealing jokes ?,HUM:ind,4.0
Where can I find information on the cyclone that hit New Jersey on 8/28/1941 ?,LOC:other,16.0
Boxing Day is celebrated on what date ?,NUM:date,8.0
What are the first ten amendements passed ?,ENTY:cremat,1.0
What is another term for the painful wrist syndrome ?,ENTY:dismed,24.0
What 's the difference between sleet and freezing rain ?,DESC:desc,12.0
How is the new Ford Econoline van F25 V1 engine ?,DESC:manner,0.0
Who was the king who was forced to agree to the Magna Carta ?,HUM:ind,4.0
Who was made the first honorary citizen of the U.S. ?,HUM:ind,4.0
What game is Garry Kasparov really good at ?,ENTY:sport,30.0
Where was Richard Nixon when Gerald Ford became president ?,LOC:other,16.0
Where does the U.S. rank among world countries in area ?,NUM:ord,46.0
What novel did Ian Fleming introduce James Bond in ?,ENTY:cremat,1.0
What was the target rate for M3 growth in 1992 ?,NUM:perc,41.0
What baseball team was routinely called `` dem bums '' by its frustrated fans ?,HUM:gr,5.0
Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended ?,HUM:ind,4.0
When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?,NUM:date,8.0
What are the major differences in the Catholic and Methodist religions ?,DESC:desc,12.0
Name the On Stage character whose face was never seen .,HUM:ind,4.0
How much energy is released when oxygen and hydrogen mix ?,NUM:count,13.0
What is the best Internet business to go into ?,HUM:gr,5.0
What does Venus Retrograde mean ?,DESC:def,7.0
Who is known as `` the world 's oldest teenager '' ?,HUM:ind,4.0
What are the largest breweries in the world ?,LOC:other,16.0
What does Las Vegas mean ?,DESC:def,7.0
What does the word `` meta '' mean ?,DESC:def,7.0
What keeps clouds in the air ?,ENTY:other,14.0
What 's the term for any four-sided figure ?,ENTY:termeq,21.0
Ray Charles plays which instrument ?,ENTY:instru,35.0
What country and western singer is known as The Silver Fox ?,LOC:country,19.0
What building appropriately enough is depicted on the back of the 1-dollar bill ?,LOC:other,16.0
What is graduate school ?,DESC:def,7.0
What is the difference between New York-style and Chicago-style pizza ?,DESC:desc,12.0
What baseball team owner and sailor is known as The Mouth of the South ?,HUM:ind,4.0
What type of betting is used in horse racing ?,ENTY:sport,30.0
What kind of hat does Bat Masterson wear ?,ENTY:product,27.0
Who was with Patricia Hearst the night she was kidnaped ?,HUM:ind,4.0
What is the Viking Prince 's first name ?,HUM:ind,4.0
What does the abbreviation cwt. ?,ABBR:exp,3.0
In what deodorant commercial did tenants have adjoining medicine cabinets ?,ENTY:other,14.0
Where is Rider College located ?,LOC:other,16.0
What boxer 's life story is titled Raging Bull ?,HUM:ind,4.0
For what reason did some San Diego schools stop serving apples ?,DESC:reason,9.0
Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?,HUM:ind,4.0
Where was the first restaurant ?,LOC:other,16.0
Where can I find full written draft of CTBT ?,LOC:other,16.0
How many horses died during the civil war ?,NUM:count,13.0
How much waste does an average dairy cow produce in a day ?,NUM:count,13.0
What Nobel laureate was expelled from the Philippines before the conference on East Timor ?,HUM:ind,4.0
"What woman has carried the most multiple births , twins , triplets , etc. , ?",HUM:ind,4.0
How many minutes were there on the original GE College Bowl clock ?,NUM:count,13.0
What is the average time it takes for a male to ejaculate ?,NUM:period,28.0
What is website of the International Court of Justice ?,LOC:other,16.0
Where are 8 of the 10 highest mountains in the world ?,LOC:other,16.0
Where can I look at a perpetual calendar ?,LOC:other,16.0
How many astronauts have been on the moon ?,NUM:count,13.0
In what year did the Bounty mutiny happen ?,NUM:date,8.0
What is the only substance that gives food its `` taste '' when eaten ?,ENTY:substance,29.0
How do you reference a website ?,DESC:manner,0.0
What is pandoro ?,DESC:def,7.0
What do the letters ZIP stand for in the phrase `` ZIP code '' ?,ABBR:exp,3.0
Which Bourbon king was restored to the French throne during Napoleon 's abdication ?,HUM:ind,4.0
What is one of the cities that the University of Minnesota is located in ?,LOC:city,22.0
What are the words to `` My Way '' written by Paul Anka ?,DESC:desc,12.0
How do I install a tile floor ?,DESC:manner,0.0
What is the quickest and easiest way to get nail polish out of clothes ?,ENTY:techmeth,32.0
Why was the zipper invented ?,DESC:reason,9.0
What 's the No. 1 killer in industrialized countries ?,ENTY:other,14.0
Name four famous cartoon cats .,ENTY:animal,2.0
What daughter of Henry VIII and Anne Boleyn became queen of England ?,HUM:ind,4.0
How did ` stat ' come to be used as an expression for quickly ?,DESC:manner,0.0
What 's the most common nickname of U.S. college football teams ?,HUM:gr,5.0
What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?,DESC:desc,12.0
What is the most useful site on the Internet ?,LOC:other,16.0
What is the world 's highest peak ?,LOC:mount,25.0
What was a Mae West on a World War II battleship ?,DESC:def,7.0
Define cosmology .,DESC:def,7.0
What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?,HUM:ind,4.0
What are amicable numbers ?,DESC:def,7.0
When were the Olympic Games in which Nadia Comaneci became popular played ?,NUM:date,8.0
"Where is Hearst Castle , built by publisher William Randolph Hearst ?",LOC:other,16.0
What 's the largest U.S. city on the Great Lakes ?,LOC:city,22.0
Who sang about Desmond and Molly Jones ?,HUM:ind,4.0
"What magazine gives us the cream , not the skim ?",ENTY:cremat,1.0
What does the technique called `` cold fusion '' produce ?,ENTY:techmeth,32.0
What costume designer decided that Michael Jackson should only wear one glove ?,HUM:ind,4.0
"What meter did Shakespeare use in writing : `` To be , or not to be , that is the question.. . '' ?",ENTY:other,14.0
How many rows of sprocket holes does a roll of 35-millimeter film have ?,NUM:count,13.0
What is the goat population of the world ?,NUM:count,13.0
What company was the original sponsor of TV 's Superman ?,HUM:gr,5.0
What term does a Czech use to describe a Pole ?,ENTY:termeq,21.0
What sea separates Naples and Algiers ?,LOC:other,16.0
How many lawyers are there in the state of New Jersey ?,NUM:count,13.0
What are the most common elements in seawater ?,ENTY:substance,29.0
Describe the Finnish music personality Salonen 's appearance .,DESC:desc,12.0
What is the origin of the ethnic category `` caucasian '' ?,DESC:desc,12.0
What is a stratocaster ?,DESC:def,7.0
What kind of science is cosmology ?,ENTY:other,14.0
Name the blind sculptress in love with the Fantastic Four 's Thing .,HUM:ind,4.0
What 's the second-lightest element ?,ENTY:substance,29.0
What do you call a `` twirl '' in ballet ?,ENTY:termeq,21.0
What is the brand name of daminozide ?,ENTY:product,27.0
What is the former name of Zimbabwe ?,ENTY:termeq,21.0
What National Basketball Association superstar told his story in Giant Steps ?,HUM:ind,4.0
What animals did The Amazing Three masquerade as ?,ENTY:animal,2.0
How did the bikini bathing suite get its name ?,DESC:manner,0.0
When did Fraze get his first patent for the pull-tab can ?,NUM:date,8.0
How many games are played in a five-team round-robin tournament ?,NUM:count,13.0
Who developed the first polio vaccine ?,HUM:ind,4.0
Who made the first gas engine ?,HUM:ind,4.0
"What country claimed Rubens , Van Dyck and Bruegel as citizens ?",LOC:country,19.0
What civil war was fought between 1936 and 1939 ?,ENTY:event,10.0
How many questions do you have on your database ?,NUM:count,13.0
How do clouds form ?,DESC:manner,0.0
Where can I find examples of legal cases about the Individuals with Disabilities Education Act ?,LOC:other,16.0
What character did Tex Avery first create upon arriving at MGM ?,HUM:ind,4.0
When was the Triangle Shirtwaist fire ?,NUM:date,8.0
What Asian spiritual and political leader was married at the age of 13 ?,HUM:ind,4.0
Where is Ocho Rios ?,LOC:other,16.0
What is the half-life of P-32 ?,DESC:def,7.0
What ocean does Mauritania border ?,LOC:other,16.0
Why do pressure cookers save time in the kitchen ?,DESC:reason,9.0
Why are there 12 people on a jury in criminal cases ?,DESC:reason,9.0
What do Christian Scientists believe in ?,DESC:desc,12.0
"What World War I battle saw 6 , 0 troops killed in one day ?",ENTY:event,10.0
What country is Kosovo a part of ?,LOC:country,19.0
Tell me what city the Kentucky Horse Park is near ?,LOC:city,22.0
What computer operating system is on the most computers ?,ENTY:product,27.0
What is Bill Gross 's email address ?,LOC:other,16.0
What is the economic impact of unemployment on the economy ?,DESC:desc,12.0
"What do the letters D.C. stand for in Washington , D.C. ?",ABBR:exp,3.0
What animals can live the longest without food ?,ENTY:animal,2.0
What English queen had seventeen children ?,HUM:ind,4.0
"What is the approximate population of Las Vegas , N.M ?",NUM:other,37.0
How much does the President get paid ?,NUM:money,26.0
What two baseball players make up the battery ?,HUM:ind,4.0
What 's the largest letter in Salvador Dali 's signature ?,ENTY:letter,15.0
What does an irate car owner call iron oxide ?,ENTY:termeq,21.0
"Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?",NUM:perc,41.0
